location,bedrooms,Bathrooms,area,carpet_area,ownership,sale_type,age_of_the_property,plot_type,floor,Furnishing,Status,Facing,Actual_Price
Valasaravakkam,2,2,2475,700,Individual,Resale,Under Construction,Flats,3,Unfurnished,Ready to Move,East,27000000
Mogappair West,3,3,1646,764,Individual,New,New Construction,Flats,1,Unfurnished,Ready to Move,North East,9168871
Kovilambakkam,2,2,1402,628,Builder,New,0 to 5 years,Flats,1,Unfurnished,Under Construction,North,8220926
Villivakkam,1,1,550,1000,Individual,Resale,0 to 5 years,Flats,5,Semi-Furnished,Ready to Move,North,1974663
Muggappair,3,3,1740,1061,Individual,Resale,0 to 5 years,Flats,3,Unfurnished,Ready to Move,West,30497100
Thoraipakkam,3,3,1732,890,Individual,Resale,0 to 5 years,Flats,2,Furnished,Ready to Move,North,9168871
Saligramam,2,2,770,695,Individual,New,0 to 5 years,Flats,1,Unfurnished,Ready to Move,East,4464305
Ambattur,2,2,1019,1400,Builder,New,0 to 5 years,Flats,5,Semi-Furnished,Under Construction,North,5340967
Choolaimedu,1,2,625,1524,Individual,New,0 to 5 years,Flats,1,Furnished,Under Construction,North,2406982
Madipakkam,12,15,5600,550,Individual,Resale,0 to 5 years,Flats,1,Unfurnished,Ready to Move,West,120000000
Moolakadai,3,3,1050,800,Agent,New,Under Construction,Flats,1,Unfurnished,Under Construction,East,6798035
Anna Nagar,3,2,1065,1120,Builder,New,New Construction,Flats,1,Semi-Furnished,Ready to Move,East,6798035
Palavakkam,2,2,12,635,Builder,New,10 to 15 years,Flats,0,Semi-Furnished,Ready to Move,North,1368843
Velachery,2,2,750,900,Individual,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,East,3207974
Nerkundram,2,3,1125,568,Individual,Resale,0 to 5 years,Flats,2,Unfurnished,Ready to Move,East,5340967
Ayanavaram,2,2,956,975,Individual,Resale,0 to 5 years,Flats,3,Semi-Furnished,Ready to Move,East,5340967
Valmiki Nagar,2,2,830,1125,Builder,New,New Construction,Flats,1,Semi-Furnished,Ready to Move,East,3492296
Kolathur,2,2,772,820,Individual,New,Under Construction,Flats,1,Unfurnished,Ready to Move,East,3492296
Porur,3,3,1300,904,Individual,Resale,0 to 5 years,Flats,4,Furnished,Ready to Move,West,8220926
Pattipulam,2,2,7000,1057,Individual,Resale,0 to 5 years,Flats,0,Unfurnished,Ready to Move,East,28755605
Virugambakkam,3,3,2200,2143,Builder,Resale,Under Construction,Flats,0,Unfurnished,Ready to Move,East,18004354
Porur,2,1,800,675,Individual,New,New Construction,Flats,2,Unfurnished,Under Construction,West,3492296
Mogappair,2,2,1020,865,Individual,New,15 to 20 years,Flats,1,Unfurnished,Ready to Move,North,5340967
Vadapalani,2,2,710,1200,Individual,Resale,Under Construction,Flats,1,Unfurnished,Ready to Move,East,3207974
Pudupakkam Village,3,2,983,545,Builder,New,0 to 5 years,Flats,5,Unfurnished,Ready to Move,East,6798035
Mogappair,2,2,6000,672,Builder,New,New Construction,Flats,2,Unfurnished,Ready to Move,East,28221518
Anna Nagar,2,2,1100,700,Individual,Resale,5 to 10 years,Flats,2,Unfurnished,Ready to Move,East,5340967
East Coast Road,2,2,930,1280,Builder,New,0 to 5 years,Flats,0,Furnished,Ready to Move,South,5340967
Vadapalani,1,1,459,780,Builder,New,New Construction,Flats,2,Semi-Furnished,Ready to Move,East,1974663
Porur,1,1,765,723,Individual,Resale,Under Construction,Flats,2,Unfurnished,Ready to Move,East,3492296
Mogappair,2,2,950,630,Individual,Resale,Under Construction,Flats,2,Unfurnished,Ready to Move,East,5340967
Venkatamangalam,3,5,1080,866,Builder,New,Under Construction,Flats,1,Unfurnished,Ready to Move,East,7077166
T Nagar,3,3,13200,1045,Individual,Resale,10 to 15 years,Flats,0,Unfurnished,Ready to Move,North,4826600
Ambattur,3,2,2000,850,Individual,New,0 to 5 years,Flats,1,Unfurnished,Ready to Move,North,13016328
Chrompet,1,1,470,791,Individual,New,New Construction,Flats,1,Unfurnished,Ready to Move,North,2406982
Ambattur,2,2,1165,600,Individual,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,East,5340967
Koyambedu,2,2,910,814,Builder,New,New Construction,Flats,1,Unfurnished,Ready to Move,North,5340967
Tambaram,2,2,784,701,Individual,New,0 to 5 years,Flats,2,Furnished,Ready to Move,East,4464305
Thiruvanmiyur,2,2,1300,470,Builder,New,New Construction,Flats,0,Unfurnished,Under Construction,North,8220926
Villivakkam,2,2,1050,620,Individual,New,Under Construction,Flats,3,Unfurnished,Under Construction,South,5340967
Saidapet,3,2,1145,1068,Others,New,10 to 15 years,Flats,1,Unfurnished,Ready to Move,North,6798035
Chengalpattu,3,3,1135,604,Builder,New,Above 20 years,Flats,1,Furnished,Under Construction,East,6798035
Velachery,3,3,1600,900,Individual,Resale,5 to 10 years,Flats,2,Furnished,Ready to Move,East,9168871
Mylapore,3,4,2409,1030,Builder,New,Under Construction,Flats,1,Unfurnished,Under Construction,North,17500000
Ashok Nagar,3,3,1785,590,Individual,Resale,0 to 5 years,Flats,1,Furnished,Under Construction,South,13016328
Velachery,2,2,1100,857,Individual,Resale,0 to 5 years,Flats,7,Semi-Furnished,Ready to Move,East,5340967
Pammal,2,2,725,3634,Others,Resale,15 to 20 years,Flats,4,Semi-Furnished,Ready to Move,North,3207974
Anna Nagar,2,2,1000,625,Builder,New,15 to 20 years,Flats,1,Semi-Furnished,Ready to Move,South,5340967
Thoraipakkam,3,3,1792,1049,Individual,Resale,0 to 5 years,Flats,1,Furnished,Ready to Move,North,18004354
Velachery,3,2,1080,600,Individual,Resale,0 to 5 years,Flats,3,Unfurnished,Ready to Move,East,6798035
Guindy,2,2,750,866,Individual,Resale,10 to 15 years,Flats,3,Furnished,Ready to Move,East,3207974
Tambaram,2,2,517,693,Individual,New,New Construction,Flats,1,Furnished,Ready to Move,South,1974663
Saidapet,1,1,485,700,Individual,Resale,New Construction,Flats,5,Unfurnished,Ready to Move,North,1974663
Velachery,2,1,676,1375,Individual,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,East,3207974
Thiruvanmiyur,2,2,750,1237,Individual,Resale,0 to 5 years,Flats,2,Furnished,Ready to Move,West,3207974
Velachery,2,2,1050,773,Builder,New,5 to 10 years,Flats,1,Semi-Furnished,Under Construction,South,5340967
Ambattur,2,2,984,381,Individual,New,0 to 5 years,Flats,13,Unfurnished,Ready to Move,East,5340967
West Mambalam,3,3,1065,845,Individual,New,5 to 10 years,Flats,1,Semi-Furnished,Ready to Move,East,6798035
West Mambalam,3,2,1311,750,Individual,Resale,5 to 10 years,Flats,1,Semi-Furnished,Ready to Move,East,8220926
Avadi,2,2,500,1900,Builder,New,Under Construction,Flats,3,Unfurnished,Under Construction,East,3593155
Tambaram,3,2,1220,918,Builder,New,New Construction,Flats,6,Unfurnished,Under Construction,South,8005901
Mandavelli,2,1,600,598,Individual,New,0 to 5 years,Flats,15,Furnished,Under Construction,South,1974663
Velachery,3,2,1207,621,Individual,New,0 to 5 years,Flats,1,Unfurnished,Under Construction,North,6798035
Velachery,3,3,1490,735,Builder,New,New Construction,Flats,0,Unfurnished,Ready to Move,East,8220926
Madipakkam,2,2,4300,832,Agent,Resale,5 to 10 years,Flats,2,Furnished,Ready to Move,East,28221518
Iyyappanthangal,2,2,881,1090,Builder,Resale,New Construction,Flats,4,Furnished,Ready to Move,South,20000000
Vysarpadi,2,1,400,200,Others,New,New Construction,Flats,2,Unfurnished,Ready to Move,East,5332700
Vadapalani,2,2,1100,1015,Individual,New,Under Construction,Flats,0,Unfurnished,Ready to Move,East,5340967
Saligramam,2,2,860,1300,Individual,Resale,0 to 5 years,Flats,1,Unfurnished,Ready to Move,North,4464305
Vadapalani,2,2,800,717,Individual,New,Under Construction,Flats,1,Unfurnished,Under Construction,East,3492296
Velachery,2,2,647,875,Individual,Resale,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,East,3207974
Thoraipakkam,3,3,1440,756,Individual,Resale,0 to 5 years,Flats,27,Furnished,Ready to Move,North,8220926
Adyar,3,3,1550,894,Others,New,0 to 5 years,Flats,1,Unfurnished,Ready to Move,South East,13016328
T Nagar,2,2,970,950,Individual,Resale,Under Construction,Flats,1,Unfurnished,Ready to Move,East,5340967
Poonamale High Road,2,2,570,773,Individual,Resale,5 to 10 years,Flats,2,Semi-Furnished,Ready to Move,South,1974663
Kilpauk,3,3,1885,3634,Individual,New,15 to 20 years,Flats,2,Semi-Furnished,Under Construction,North,8722378
Pallikaranai,3,3,1489,640,Individual,New,Under Construction,Flats,2,Unfurnished,Under Construction,North,8220926
Gowrivalkkam,2,2,600,850,Individual,Resale,0 to 5 years,Flats,2,Semi-Furnished,Ready to Move,East,3593155
Sreeperamadur,1,1,600,816,Builder,New,5 to 10 years,Flats,1,Semi-Furnished,Under Construction,North,1974663
Sholinganallur,3,2,1200,380,Individual,Resale,5 to 10 years,Flats,1,Semi-Furnished,Ready to Move,West,6798035
Muggappair,2,2,980,2359,Individual,Resale,New Construction,Flats,2,Unfurnished,Under Construction,East,5340967
East Tambaram,2,2,919,788,Individual,New,New Construction,Flats,2,Unfurnished,Ready to Move,East,5340967
Madipakkam,2,2,776,609,Individual,Resale,0 to 5 years,Flats,0,Furnished,Ready to Move,West,4464305
Madipakkam,2,2,1000,788,Individual,Resale,New Construction,Flats,1,Unfurnished,Ready to Move,East,5340967
Alandur,2,2,770,1270,Builder,New,0 to 5 years,Flats,2,Semi-Furnished,Ready to Move,North,4464305
Omr,4,4,2307,1728,Individual,Resale,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,South East,55263002
Porur,2,2,1000,594,Others,New,Under Construction,Flats,1,Unfurnished,Ready to Move,East,5340967
Rajakilpakkam,1,1,466,1200,Individual,Resale,New Construction,Flats,0,Semi-Furnished,Ready to Move,East,1974663
Perumbakkam,2,2,964,773,Builder,New,New Construction,Flats,1,Unfurnished,Upcoming,North,6250954
Muglivakkam,2,2,1083,411,Others,Resale,Above 20 years,Flats,0,Unfurnished,Ready to Move,South,5340967
Madipakkam,2,2,890,1066,Individual,Resale,0 to 5 years,Flats,2,Unfurnished,Ready to Move,West,4464305
Medavakkam,1,1,284,800,Individual,New,New Construction,Flats,1,Unfurnished,Ready to Move,East,1368843
Pallikaranai,2,2,850,625,Individual,New,New Construction,Flats,1,Unfurnished,Ready to Move,North,3492296
Perambur,2,2,735,788,Individual,Resale,New Construction,Flats,-1,Unfurnished,Under Construction,East,3207974
Perumbakkam,2,2,787,592,Individual,New,New Construction,Flats,1,Unfurnished,Ready to Move,South,3492296
Abhiramapuram,5,4,3000,390,Individual,Resale,10 to 15 years,Flats,0,Furnished,Ready to Move,South,180000000
Adyar,3,3,1300,1099,Builder,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,North,23500000
Koyembedu,4,4,1786,1400,Agent,New,0 to 5 years,Flats,2,Unfurnished,Ready to Move,North,8722378
Anna Nagar,1,1,380,780,Builder,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,North,980890
Nanmangalam,1,1,498,720,Builder,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,North,1974663
Ramapuram,3,3,1635,790,Builder,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,North,9168871
Omr,2,2,1250,450,Individual,Resale,New Construction,Flats,4,Unfurnished,Ready to Move,East,8220926
Besant Nagar,3,2,1395,800,Builder,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,North,8220926
Kilpauk,3,3,1800,1450,Individual,Resale,0 to 5 years,Flats,4,Unfurnished,Ready to Move,North,8722378
Kolapakkam,2,2,1000,1179,Individual,New,0 to 5 years,Flats,10,Unfurnished,Ready to Move,North,5340967
Velachery,2,2,774,772,Individual,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,East,4464305
Pallavaram,2,1,560,50,Individual,Resale,Under Construction,Flats,0,Semi-Furnished,Under Construction,North,1974663
Vadapalani,2,2,740,1074,Agent,Resale,10 to 15 years,Flats,2,Semi-Furnished,Ready to Move,East,3207974
Saligramam,2,2,750,723,Individual,Resale,5 to 10 years,Flats,2,Furnished,Ready to Move,South,3207974
Perambur,2,2,865,814,Builder,New,New Construction,Flats,1,Semi-Furnished,Ready to Move,East,3492296
Omr,3,2,1350,757,Individual,Resale,New Construction,Flats,1,Unfurnished,Ready to Move,East,8220926
Mangadu,2,2,897,1553,Builder,New,0 to 5 years,Flats,2,Furnished,Ready to Move,North,5340967
Omr,2,2,1250,470,Individual,Resale,New Construction,Flats,0,Unfurnished,Ready to Move,East,8220926
Valasaravakkam,3,2,1174,1270,Individual,Resale,New Construction,Flats,1,Unfurnished,Ready to Move,West,6798035
Madanandapuram,2,2,812,821,Individual,Resale,New Construction,Flats,2,Unfurnished,Ready to Move,South,3492296
Alandur,3,4,1256,300,Individual,Resale,0 to 5 years,Flats,1,Unfurnished,Ready to Move,North,8220926
Thiruvotriyur,2,2,900,487,Individual,Resale,0 to 5 years,Flats,4,Furnished,Ready to Move,North,5340967
Velachery,3,3,1370,775,Individual,Resale,0 to 5 years,Flats,2,Furnished,Ready to Move,East,8220926
Madanandapuram,1,1,498,664,Individual,Resale,0 to 5 years,Flats,1,Unfurnished,Ready to Move,North,1974663
Mahabalipuram,4,4,2474,2773,Individual,Resale,10 to 15 years,Flats,2,Unfurnished,Ready to Move,East,13964714
Omr,3,3,1423,723,Individual,Resale,New Construction,Flats,0,Semi-Furnished,Ready to Move,East,8220926
Adyar,3,3,1550,661,Agent,Resale,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,North,13016328
Pammal,2,2,956,715,Individual,Resale,0 to 5 years,Flats,0,Unfurnished,Ready to Move,East,5340967
Tambaram,2,1,710,750,Individual,Resale,0 to 5 years,Flats,1,Furnished,Ready to Move,South,3207974
Gkm Colony,2,2,652,400,Builder,Resale,5 to 10 years,Flats,1,Unfurnished,Ready to Move,East,3207974
Virugambakkam,3,3,1900,894,Builder,New,0 to 5 years,Flats,1,Unfurnished,Under Construction,North,9168871
Madhavaram,2,2,1120,776,Builder,New,0 to 5 years,Flats,0,Unfurnished,Ready to Move,East,5340967
Madipakkam,1,1,589,653,Individual,New,0 to 5 years,Flats,2,Unfurnished,Ready to Move,West,1974663
Madipakkam,2,2,750,763,Individual,New,0 to 5 years,Flats,2,Unfurnished,Ready to Move,West,3207974
Thirumullaivoyal,3,2,930,900,Individual,Resale,10 to 15 years,Flats,4,Semi-Furnished,Ready to Move,East,6798035
T Nagar,3,3,1440,1291,Individual,Resale,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,North,8220926
Urapakkam,2,1,1200,4543,Individual,Resale,5 to 10 years,Flats,0,Semi-Furnished,Ready to Move,South,5340967
Valasaravakkam,2,2,7200,750,Individual,Resale,Above 20 years,Flats,2,Unfurnished,Ready to Move,East,74180500
Sozhinganallur,3,3,1724,1602,Agent,Resale,0 to 5 years,Flats,0,Semi-Furnished,Ready to Move,North West,18004354
Velachery,2,2,900,772,Others,Resale,Under Construction,Flats,1,Unfurnished,Ready to Move,East,5340967
Adyar,2,2,700,1000,Individual,Resale,0 to 5 years,Flats,4,Furnished,Ready to Move,East,19530
Urapakkam,3,2,872,660,Individual,New,New Construction,Flats,1,Semi-Furnished,Ready to Move,North,3492296
West Mambalam,2,2,1057,1100,Individual,Resale,New Construction,Flats,2,Semi-Furnished,Ready to Move,East,5340967
Virugambakkam,3,2,1250,868,Individual,New,0 to 5 years,Flats,1,Furnished,Ready to Move,South,8220926
Selaiyur,2,2,936,713,Individual,Resale,0 to 5 years,Flats,3,Semi-Furnished,Ready to Move,North,5340967
Perungudi,3,3,1198,666,Builder,New,New Construction,Flats,1,Unfurnished,Ready to Move,South,6798035
Villivakkam,3,2,1325,842,Individual,Resale,0 to 5 years,Flats,1,Unfurnished,Under Construction,North,8220926
Porur,2,2,1000,843,Individual,Resale,New Construction,Flats,0,Unfurnished,Under Construction,East,5340967
Velachery,3,2,1500,735,Builder,New,0 to 5 years,Flats,8,Unfurnished,Under Construction,North,9168871
Valasaravakkam,3,3,2050,760,Individual,Resale,0 to 5 years,Flats,3,Unfurnished,Ready to Move,East,9168871
Madhavaram,4,5,2166,1070,Builder,New,5 to 10 years,Flats,1,Semi-Furnished,Ready to Move,South,11605979
Korattur,3,3,2400,589,Individual,New,New Construction,Flats,2,Furnished,Ready to Move,East,4764000
Puzhal,3,3,1636,1632,Individual,Resale,0 to 5 years,Flats,2,Unfurnished,Ready to Move,North East,8722378
Besant Nagar,2,2,700,125,Agent,Resale,10 to 15 years,Flats,0,Unfurnished,Ready to Move,South,3207974
Nanganallur,2,2,870,835,Individual,Resale,5 to 10 years,Flats,3,Semi-Furnished,Ready to Move,South,4464305
Valmiki Nagar,2,2,1300,1125,Builder,New,New Construction,Flats,2,Semi-Furnished,Ready to Move,East,8220926
Tambaram,2,2,826,753,Individual,New,Under Construction,Flats,0,Unfurnished,Under Construction,West,3492296
Medavakkam,2,2,1100,600,Others,New,Under Construction,Flats,1,Unfurnished,Ready to Move,South,5340967
Ramapuram,3,3,945,475,Individual,Resale,Above 20 years,Flats,2,Semi-Furnished,Ready to Move,South,6798035
Virugambakkam,3,3,1700,1000,Individual,Resale,0 to 5 years,Flats,14,Unfurnished,Ready to Move,South,12569458
Vandalur,3,2,1074,810,Individual,New,10 to 15 years,Flats,1,Semi-Furnished,Ready to Move,East,6798035
Gowrivalkkam,2,2,1,550,Individual,Resale,0 to 5 years,Flats,2,Unfurnished,Ready to Move,South,4320000
Adyar,3,2,1062,986,Individual,Resale,15 to 20 years,Flats,1,Semi-Furnished,Ready to Move,North,14528640
Mogappair,2,2,820,1068,Individual,Resale,New Construction,Flats,2,Unfurnished,Ready to Move,North,3492296
Avadi Indra Nagar,3,3,1401,454,Individual,New,Under Construction,Flats,1,Semi-Furnished,Under Construction,West,8220926
Omr,3,3,1734,1200,Individual,Resale,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,North,55263002
Veebampattu,2,2,900,990,Others,Resale,Above 20 years,Flats,2,Unfurnished,Ready to Move,East,5340967
Triplicane,2,2,650,465,Individual,New,New Construction,Flats,0,Furnished,Ready to Move,East,3207974
K Nagar,3,3,2000,987,Individual,New,0 to 5 years,Flats,0,Unfurnished,Ready to Move,North,11605979
Tambaram,2,2,725,889,Individual,Resale,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,East,3207974
Ayanavaram,3,3,1200,1006,Individual,Resale,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,East,6798035
Mahabalipuram,1,1,685,850,Individual,Resale,10 to 15 years,Flats,4,Semi-Furnished,Ready to Move,East,3207974
Saligramam,2,2,5765,594,Individual,Resale,Under Construction,Flats,1,Unfurnished,Ready to Move,East,7003200
Kilpauk,2,2,800,1409,Individual,Resale,Above 20 years,Flats,1,Semi-Furnished,Ready to Move,South,4464305
Nanmangalam,2,2,695,1500,Individual,Resale,5 to 10 years,Flats,3,Furnished,Ready to Move,South East,3207974
Ramapuram,2,2,917,650,Individual,Resale,New Construction,Flats,1,Unfurnished,Ready to Move,East,5340967
Velachery,2,2,861,1170,Individual,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,South West,4464305
Iyyappanthangal,2,2,902,750,Individual,New,New Construction,Flats,2,Unfurnished,Ready to Move,South,5340967
Perugundi,3,2,1359,1237,Individual,Resale,15 to 20 years,Flats,0,Furnished,Ready to Move,North,8220926
Omr,3,2,1460,558,Builder,New,New Construction,Flats,2,Unfurnished,Ready to Move,East,8220926
Perugundi,3,3,1195,200,Agent,Resale,5 to 10 years,Flats,1,Unfurnished,Ready to Move,West,6798035
Thiruvanmiyur,3,3,2640,727,Individual,Resale,0 to 5 years,Flats,2,Unfurnished,Ready to Move,East,13964714
Koyembedu,3,3,1350,290,Individual,Resale,10 to 15 years,Flats,1,Unfurnished,Ready to Move,East,8220926
Kolapakkam,2,2,10000,1079,Builder,New,Type,Flats,0,Furnished,Under Construction,East,4826600
Muggappair,3,3,1474,50,Builder,New,New Construction,Flats,2,Unfurnished,Under Construction,East,8220926
Anna Nagar,2,2,1000,662,Individual,Resale,15 to 20 years,Flats,1,Semi-Furnished,Ready to Move,South,5340967
Perumbakkam,2,2,873,1200,Individual,Resale,15 to 20 years,Flats,1,Furnished,Ready to Move,North,4464305
Koyembedu,2,2,962,485,Individual,Resale,0 to 5 years,Flats,1,Furnished,Ready to Move,South,5340967
T Nagar,1,1,450,700,Individual,Resale,0 to 5 years,Flats,0,Unfurnished,Ready to Move,North,1368843
Velachery,3,2,1315,809,Individual,New,0 to 5 years,Flats,2,Unfurnished,Ready to Move,East,8220926
